"REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","DAY","WT06","AGE","SEX","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","RACE4","sp_race4"
"Northeast","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",4914432.231353,80,"Female","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,15,285,555,585,0,0,0,"White","Other / Mixed"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",8678543.859404,73,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",69,"Male","Some college","Not employed",NA,NA,"No difficulty","No",0,0,0,0,30,95,545,595,175,0,0,"White","White"
"Northeast","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",7378625.551999,31,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",45,2076.92,"Unmarried partner present",27,"Male","College degree +","Employed - at work",40,1596.15,"No difficulty","No",0,0,0,0,150,120,120,660,390,0,0,"White","White"
"South","$100,000 to $149,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",1847737.834627,51,"Female","Divorced","College degree +","Employed - at work","No",NA,"Full time",40,2307.69,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,10,30,920,480,0,0,0,"Black/African American","Other / Mixed"
"Northeast","$150,000 and over",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Wednesday",22495086.741541,51,"Female","Widowed","College degree +","Employed - at work","No",NA,"Full time",40,1100,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,45,0,65,70,165,550,65,0,480,"Asian","Other / Mixed"
"South","$12,500 to $14,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Wednesday",11398918.706225,64,"Male","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,40,50,930,420,0,0,0,"White","Other / Mixed"
"Northeast","$30,000 to $34,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Wednesday",10815327.119941,62,"Male","Married - spouse absent","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,90,0,660,610,0,80,0,"Black/African American","Other / Mixed"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",12778523.570866,33,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,1634.61,"Spouse present",32,"Female","College degree +","Employed - at work",40,760,"No difficulty","No",0,0,0,0,30,60,880,470,0,0,0,"White","Hispanic/Latino"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2456874.681134,79,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",77,"Female","College degree +","Not employed",NA,NA,"No difficulty","Yes",0,25,30,0,65,45,694,581,0,0,0,"White","White"
"South","$15,000 to $19,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2109920.724576,77,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,40,250,610,540,0,0,0,"Black/African American","Other / Mixed"
"West","$40,000 to $49,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Tuesday",15873831.221726,60,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",60,2218,"Spouse present",58,"Female","Some college","Not employed",NA,NA,"No difficulty","Yes",0,0,10,0,5,35,275,530,10,0,575,"White","White"
"West","$15,000 to $19,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Sunday",2567814.534515,70,"Male","Widowed","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,120,120,335,690,75,100,0,"Hispanic/Latino","Other / Mixed"
"South","$150,000 and over",4,"Owned by household member","No","House, apartment, flat",0,NA,4,"Tuesday",19312897.988873,58,"Male","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,1538.46,"Spouse present",55,"Female","Some college","Retired",NA,NA,"No difficulty","No",0,0,0,0,35,0,375,590,0,0,440,"Asian","Asian"
"West","$60,000 to $74,999",6,"Owned by household member","Yes","House, apartment, flat",4,0,2,"Sunday",4903134.262401,41,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,2000,"Spouse present",38,"Female","College degree +","Not employed",NA,NA,"No difficulty","Yes",182,0,0,0,300,80,180,590,0,108,0,"Hispanic/Latino","Hispanic/Latino"
"South","$100,000 to $149,999",3,"Owned by household member","Yes","House, apartment, flat",1,17,2,"Sunday",6740411.464751,55,"Female","Separated","College degree +","Employed - at work","No",NA,"Full time",40,2384.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,20,170,240,875,135,0,0,"Black/African American","Other / Mixed"
"West","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",1403535.524521,80,"Male","Widowed","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,70,5,705,525,0,135,0,"Hispanic/Latino","Other / Mixed"
"West","$10,000 to $12,499",3,"Rented for cash","Yes","House, apartment, flat",2,9,1,"Saturday",2448807.90478,50,"Female","Never married","Some college","Employed - at work","Yes",NA,"Part time",18,126.92,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",250,0,0,0,30,300,150,590,0,0,120,"Black/African American","Other / Mixed"
"South","$40,000 to $49,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",2064228.769326,44,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,865.38,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,35,475,340,590,0,0,0,"Hispanic/Latino","Other / Mixed"
"West","$100,000 to $149,999",6,"Rented for cash","Yes","House, apartment, flat",3,7,3,"Friday",19108585.696277,45,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,865.38,"Spouse present",53,"Male","Some college","Employed - at work",55,1192.3,"No difficulty","No",316,0,0,15,15,45,0,488,0,0,561,"White","White"
"South","$100,000 to $149,999",6,"Owned by household member","Yes","House, apartment, flat",4,3,2,"Monday",14011679.001962,38,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",38,"Male","College degree +","Employed - at work",50,2538.46,"No difficulty","No",293,3,20,0,50,300,65,420,50,224,0,"White","White"
"Northeast","$20,000 to $24,999",2,"Owned by household member","Yes","House, apartment, flat",1,13,1,"Monday",6381405.166042,52,"Male","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",20,0,0,0,180,75,685,375,0,0,0,"Other / Mixed","Other / Mixed"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2897523.740969,76,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",72,"Female","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,180,60,570,600,0,30,0,"Asian","White"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",10368488.679683,42,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1153.84,"Unmarried partner present",42,"Female","College degree +","Employed - at work",40,1538.46,"No difficulty","No",0,0,0,0,20,510,240,610,0,0,0,"White","White"
"Northeast","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2123449.633485,73,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",64,"Female","College degree +","Employed - at work",40,2884.61,"No difficulty","No",0,320,10,0,180,420,0,510,0,0,0,"White","White"
"West","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3155081.552295,61,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,NA,"Spouse present",55,"Male","College degree +","Employed - at work",40,NA,"No difficulty","Yes",0,0,0,0,200,0,480,490,0,0,270,"White","White"
"South","$30,000 to $34,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",15648792.768783,29,"Female","Never married","Some college","Employed - at work","No",NA,"Full time",40,972,"Unmarried partner present",30,"Male","Some college","Employed - at work",30,NA,"No difficulty","No",0,0,0,0,55,125,370,250,215,0,425,"White","White"
"Northeast","$100,000 to $149,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Saturday",8866198.617818,33,"Male","Married - spouse present","Some college","Unemployed - looking",NA,NA,NA,NA,NA,"Spouse present",30,"Female","College degree +","Employed - at work",60,2884.61,"No difficulty","No",0,0,0,90,170,30,495,555,100,0,0,"White","White"
"Northeast","$40,000 to $49,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2044802.47043,67,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",35,750,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,0,495,390,0,0,495,"White","Other / Mixed"
"West","$60,000 to $74,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Sunday",10359756.925915,25,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,570,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,5,1,504,930,0,0,0,"White","Other / Mixed"
"South","$100,000 to $149,999",3,"Owned by household member","Yes","House, apartment, flat",1,16,2,"Thursday",14541638.346915,48,"Female","Divorced","Some college","Employed - absent","No","Illness/injury/medical","Full time",40,1648,"Spouse present",51,"Male","Some college","Employed - at work",32,576,"No difficulty","No",0,0,0,0,30,161,630,619,0,0,0,"White","White"
"West","$20,000 to $24,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Sunday",1969388.200038,67,"Female","Widowed","Some college","Employed - at work","No",NA,"Part time",5,115.38,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,95,90,330,705,0,220,0,"White","Other / Mixed"
"Northeast","$60,000 to $74,999",4,"Rented for cash","Yes","House, apartment, flat",3,4,1,"Wednesday",12548755.478221,35,"Female","Never married","HS diploma, no college","Employed - at work","No",NA,"Full time",40,653.84,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",210,0,0,0,55,55,50,565,0,0,505,"White","Other / Mixed"
"South","$60,000 to $74,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Wednesday",25593960.726201,23,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,625,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,41,0,0,90,0,229,540,20,0,520,"White","Other / Mixed"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",11755632.81673,65,"Male","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",62,"Female","College degree +","Not employed",NA,NA,"Has difficulty","No",0,0,0,0,60,17,618,631,114,0,0,"White","White"
"South","$75,000 to $99,999",5,"Owned by household member","Yes","House, apartment, flat",3,0,2,"Monday",10090578.206727,39,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,NA,"Spouse present",39,"Female","College degree +","Not employed",NA,NA,"No difficulty","Yes",45,0,0,0,45,90,150,555,0,0,555,"White","White"
"West","$10,000 to $12,499",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Thursday",7394186.144573,67,"Male","Divorced","Some college","Unemployed - looking",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,25,45,1260,110,0,0,0,"Black/African American","Other / Mixed"
"South","$25,000 to $29,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Tuesday",17227960.533723,50,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",20,103,"Spouse present",52,"Male","Some college","Employed - at work",40,230.76,"No difficulty","No",16,5,0,0,20,273,0,580,94,0,329,"Hispanic/Latino","Hispanic/Latino"
"Midwest","$150,000 and over",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",6321886.156823,36,"Male","Divorced","College degree +","Employed - at work","No",NA,"Full time",50,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,120,0,30,60,370,655,0,205,0,"Black/African American","Other / Mixed"
"West","$40,000 to $49,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Wednesday",16778909.561865,46,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",37,885.5,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,30,20,170,470,0,0,750,"White","Other / Mixed"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2984920.476929,54,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Part time",20,340,"Spouse present",53,"Male","Some college","Employed - at work",60,2769.23,"Has difficulty","Yes",0,0,0,0,0,330,390,570,30,0,0,"White","White"
"South","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4524642.469614,66,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",45,739.2,"Spouse present",77,"Male","College degree +","Retired",NA,NA,"No difficulty","Yes",0,0,0,0,10,0,710,530,70,120,0,"White","White"
"South","$50,000 to $59,999",3,"Owned by household member","Yes","Mobile home w/o room added",1,10,2,"Tuesday",8818260.663133,58,"Female","Never married","Some college","Employed - at work","No",NA,"Full time",40,784.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",206,21,0,0,10,56,324,184,14,0,625,"White","Other / Mixed"
"Midwest","$15,000 to $19,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Tuesday",6170667.069669,26,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,480.76,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,60,0,55,0,310,600,0,0,415,"Hispanic/Latino","Other / Mixed"
"Northeast","$60,000 to $74,999",4,"Rented for cash","Yes","House, apartment, flat",2,1,2,"Sunday",2148603.531546,30,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",34,"Male","Some college","Employed - at work",45,NA,"No difficulty","No",160,0,0,0,50,130,680,420,0,0,0,"Hispanic/Latino","White"
"Midwest","$75,000 to $99,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Friday",11071337.674245,71,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",73,"Female","College degree +","Retired",NA,NA,"No difficulty","No",47,0,0,0,75,180,509,629,0,0,0,"White","White"
"West","Less than $5,000",1,"Rented for cash","No","Other not specified",0,NA,1,"Sunday",2013191.792794,61,"Male","Separated","Some college","Employed - absent","No","Illness/injury/medical","Part time",20,400,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",0,0,0,0,45,50,0,1285,0,60,0,"White","Other / Mixed"
"South","$100,000 to $149,999",3,"Owned by household member","Yes","House, apartment, flat",1,1,2,"Tuesday",12116243.231048,28,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,1538.46,"Spouse present",29,"Female","College degree +","Employed - at work",40,1250,"No difficulty","Yes",245,0,0,0,40,140,180,495,40,0,300,"White","White"
"Midwest","$100,000 to $149,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Saturday",9722335.544536,57,"Male","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,60,200,240,940,0,0,0,"White","Other / Mixed"
"South","$30,000 to $34,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3435618.026999,58,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",48,"Male","Some college","Employed - at work",40,1080,"No difficulty","No",0,0,0,0,130,0,680,630,0,0,0,"White","White"
